Concept,Rel,Feature,Frequency,上级类别,下级类别
橙汁,可以,可以-饮用,27.0,食物,酒水饮料
橙汁,是,是-饮料,21.0,食物,酒水饮料
橙汁,是,是-甜的,14.0,食物,酒水饮料
橙汁,可以,可以-解渴,13.0,食物,酒水饮料
橙汁,需要,需要-橙子,10.0,食物,酒水饮料
橙汁,有,有-水,10.0,食物,酒水饮料
橙汁,是,是-橙色的,9.0,食物,酒水饮料
橙汁,是,是-果汁,9.0,食物,酒水饮料
橙汁,需要,需要-榨,8.0,食物,酒水饮料
橙汁,有,有-维生素,8.0,食物,酒水饮料
橙汁,是,是-黄色的,7.0,食物,酒水饮料
橙汁,是,是-酸的,7.0,食物,酒水饮料
橙汁,有,有-多种颜色,6.0,食物,酒水饮料
橙汁,有,有-营养,6.0,食物,酒水饮料
橙汁,像,像-橘子汁,5.0,食物,酒水饮料
橙汁,有,有-糖,5.0,食物,酒水饮料
橙汁,是,是-液体,4.0,食物,酒水饮料
橙汁,需要,需要-冷藏,4.0,食物,酒水饮料
橙汁,需要,需要-榨汁机,4.0,食物,酒水饮料
橙汁,有,有-果肉,4.0,食物,酒水饮料
橙汁,有,有-味道,4.0,食物,酒水饮料
橙汁,可以,可以-买卖,3.0,食物,酒水饮料
橙汁,可以,可以-调味,3.0,食物,酒水饮料
橙汁,是,是-好喝的,3.0,食物,酒水饮料
橙汁,像,像-芬达,3.0,食物,酒水饮料
橙汁,像,像-橘汁,3.0,食物,酒水饮料
橙汁,有,有-维生素C,3.0,食物,酒水饮料
橙汁,可以,可以-过滤,2.0,食物,酒水饮料
橙汁,是,是-好吃的,2.0,食物,酒水饮料
橙汁,是,是-食物,2.0,食物,酒水饮料
橙汁,像,像-苹果汁,2.0,食物,酒水饮料
橙汁,像,像-葡萄汁,2.0,食物,酒水饮料
橙汁,像,像-气泡水,2.0,食物,酒水饮料
橙汁,需要,需要-保存,2.0,食物,酒水饮料
橙汁,需要,需要-杯子,2.0,食物,酒水饮料
橙汁,需要,需要-制造,2.0,食物,酒水饮料
橙汁,有,有-色素,2.0,食物,酒水饮料
橙汁,有,有-添加剂,2.0,食物,酒水饮料
秤,可以,可以-称重,21.0,人造物,工具
秤,是,是-工具,16.0,人造物,工具
秤,有,有-刻度,10.0,人造物,工具
秤,需要,需要-校准,7.0,人造物,工具
秤,有,有-显示屏,7.0,人造物,工具
秤,有,有-砝码,6.0,人造物,工具
秤,是,是-天平,5.0,人造物,工具
秤,有,有-秤砣,5.0,人造物,工具
秤,可以,可以-测量,4.0,人造物,工具
秤,是,是-电子产品,4.0,人造物,工具
秤,是,是-公平的,4.0,人造物,工具
秤,需要,需要-电,4.0,人造物,工具
秤,其他,其他-菜市场,3.0,人造物,工具
秤,有,有-多种种类,3.0,人造物,工具
秤,有,有-托盘,3.0,人造物,工具
秤,可以,可以-测量重量,2.0,人造物,工具
秤,可以,可以-称体重,2.0,人造物,工具
秤,可以,可以-量体重,2.0,人造物,工具
秤,是,是-生活用品,2.0,人造物,工具
秤,是,是-细的,2.0,人造物,工具
秤,像,像-盘子,2.0,人造物,工具
秤,需要,需要-秤砣,2.0,人造物,工具
秤,有,有-秤杆,2.0,人造物,工具
秤,有,有-电子天平,2.0,人造物,工具
尺子,有,有-刻度,20.0,人造物,工具
尺子,是,是-工具,19.0,人造物,工具
尺子,可以,可以-测量,9.0,人造物,工具
尺子,可以,可以-量长度,6.0,人造物,工具
尺子,是,是-长的,6.0,人造物,工具
尺子,是,是-塑料,5.0,人造物,工具
尺子,是,是-文具,5.0,人造物,工具
尺子,可以,可以-测量长度,4.0,人造物,工具
尺子,可以,可以-度量,4.0,人造物,工具
尺子,是,是-金属,4.0,人造物,工具
尺子,是,是-软的,4.0,人造物,工具
尺子,是,是-直的,4.0,人造物,工具
尺子,有,有-多种长度,4.0,人造物,工具
尺子,可以,可以-划线,3.0,人造物,工具
尺子,可以,可以-量,3.0,人造物,工具
尺子,像,像-棍棒,3.0,人造物,工具
尺子,有,有-多种种类,3.0,人造物,工具
尺子,有,有-数字,3.0,人造物,工具
尺子,可以,可以-度量工具,2.0,人造物,工具
尺子,可以,可以-画直线,2.0,人造物,工具
尺子,可以,可以-买卖,2.0,人造物,工具
尺子,是,是-学习用品,2.0,人造物,工具
尺子,是,是-硬的,2.0,人造物,工具
尺子,需要,需要-擦,2.0,人造物,工具
尺子,需要,需要-精准,2.0,人造物,工具
尺子,需要,需要-清洗,2.0,人造物,工具
齿轮,有,有-齿,15.5172413793104,人造物,工具
齿轮,是,是-零件,11.3793103448276,人造物,工具
齿轮,是,是-机械,9.31034482758621,人造物,工具
齿轮,是,是-金属,9.31034482758621,人造物,工具
齿轮,是,是-圆形,8.27586206896552,人造物,工具
齿轮,像,像-轮子,8.27586206896552,人造物,工具
齿轮,有,有-多种型号,5.17241379310345,人造物,工具
齿轮,是,是-凹凸不平的,4.13793103448276,人造物,工具
齿轮,是,是-工具,4.13793103448276,人造物,工具
齿轮,是,是-硬的,3.10344827586207,人造物,工具
齿轮,是,是-元件,3.10344827586207,人造物,工具
齿轮,像,像-饼干,3.10344827586207,人造物,工具
齿轮,需要,需要-润滑油,3.10344827586207,人造物,工具
齿轮,需要,需要-制造,3.10344827586207,人造物,工具
齿轮,有,有-多种种类,3.10344827586207,人造物,工具
齿轮,可以,可以-传动,2.06896551724138,人造物,工具
齿轮,可以,可以-传动机械器件,2.06896551724138,人造物,工具
齿轮,是,是-机器,2.06896551724138,人造物,工具
齿轮,是,是-器件,2.06896551724138,人造物,工具
齿轮,是,是-小的,2.06896551724138,人造物,工具
齿轮,像,像-传送带,2.06896551724138,人造物,工具
齿轮,像,像-方向盘,2.06896551724138,人造物,工具
齿轮,像,像-硬币,2.06896551724138,人造物,工具
齿轮,像,像-圆盘,2.06896551724138,人造物,工具
齿轮,需要,需要-动力,2.06896551724138,人造物,工具
齿轮,需要,需要-防潮,2.06896551724138,人造物,工具
齿轮,需要,需要-机油,2.06896551724138,人造物,工具
齿轮,需要,需要-配合,2.06896551724138,人造物,工具
齿轮,有,有-端面,2.06896551724138,人造物,工具
齿轮,有,有-润滑油,2.06896551724138,人造物,工具
齿轮,有,有-轴承,2.06896551724138,人造物,工具
冲浪板,可以,可以-冲浪,22.258064516129,人造物,工具
冲浪板,是,是-板子,14.5161290322581,人造物,工具
冲浪板,像,像-滑板,10.6451612903226,人造物,工具
冲浪板,是,是-工具,9.67741935483871,人造物,工具
冲浪板,是,是-运动,7.74193548387097,人造物,工具
冲浪板,是,是-海里的,6.7741935483871,人造物,工具
冲浪板,像,像-木板,6.7741935483871,人造物,工具
冲浪板,需要,需要-制造,6.7741935483871,人造物,工具
冲浪板,有,有-多种颜色,6.7741935483871,人造物,工具
冲浪板,可以,可以-娱乐,4.83870967741935,人造物,工具
冲浪板,是,是-器材,4.83870967741935,人造物,工具
冲浪板,可以,可以-买卖,3.87096774193548,人造物,工具
冲浪板,是,是-器械,3.87096774193548,人造物,工具
冲浪板,是,是-玩具,3.87096774193548,人造物,工具
冲浪板,有,有-多种材质,3.87096774193548,人造物,工具
冲浪板,有,有-图案,3.87096774193548,人造物,工具
冲浪板,需要,需要-海浪,2.90322580645161,人造物,工具
冲浪板,有,有-多种型号,2.90322580645161,人造物,工具
冲浪板,有,有-多种样式,2.90322580645161,人造物,工具
冲浪板,可以,可以-踩,1.93548387096774,人造物,工具
冲浪板,可以,可以-拿,1.93548387096774,人造物,工具
冲浪板,可以,可以-漂浮,1.93548387096774,人造物,工具
冲浪板,可以,可以-使用,1.93548387096774,人造物,工具
冲浪板,是,是-木的,1.93548387096774,人造物,工具
冲浪板,是,是-长的,1.93548387096774,人造物,工具
冲浪板,像,像-船,1.93548387096774,人造物,工具
冲浪板,需要,需要-浪,1.93548387096774,人造物,工具
冲浪板,需要,需要-清洗,1.93548387096774,人造物,工具
冲浪板,需要,需要-维护,1.93548387096774,人造物,工具
冲浪板,需要,需要-小心,1.93548387096774,人造物,工具
冲浪板,有,有-多种价格,1.93548387096774,人造物,工具
冲浪板,有,有-多种形状,1.93548387096774,人造物,工具
冲浪板,有,有-防滑蜡,1.93548387096774,人造物,工具
冲浪板,有,有-尖,1.93548387096774,人造物,工具
冲浪板,有,有-尾鳍,1.93548387096774,人造物,工具
充电器,可以,可以-充电,21.7241379310345,人造物,电器
充电器,有,有-插头,9.31034482758621,人造物,电器
充电器,有,有-线,9.31034482758621,人造物,电器
充电器,需要,需要-电,8.27586206896552,人造物,电器
充电器,是,是-电器,7.24137931034483,人造物,电器
充电器,是,是-白色的,6.20689655172414,人造物,电器
充电器,需要,需要-插座,5.17241379310345,人造物,电器
充电器,有,有-数据线,4.13793103448276,人造物,电器
充电器,有,有-充电线,3.10344827586207,人造物,电器
充电器,可以,可以-随身携带,2.06896551724138,人造物,电器
充电器,可以,可以-蓄电,2.06896551724138,人造物,电器
充电器,是,是-必需品,2.06896551724138,人造物,电器
充电器,是,是-电子产品,2.06896551724138,人造物,电器
充电器,是,是-工具,2.06896551724138,人造物,电器
充电器,是,是-配件,2.06896551724138,人造物,电器
充电器,是,是-设备,2.06896551724138,人造物,电器
充电器,是,是-小的,2.06896551724138,人造物,电器
充电器,是,是-长方体,2.06896551724138,人造物,电器
充电器,像,像-绳子,2.06896551724138,人造物,电器
充电器,需要,需要-保护,2.06896551724138,人造物,电器
充电器,需要,需要-保养,2.06896551724138,人造物,电器
充电器,需要,需要-更换,2.06896551724138,人造物,电器
充电器,有,有-充电头,2.06896551724138,人造物,电器
充电器,有,有-电,2.06896551724138,人造物,电器
充电器,有,有-电线,2.06896551724138,人造物,电器
充电器,有,有-多种种类,2.06896551724138,人造物,电器
充电器,有,有-接口,2.06896551724138,人造物,电器
抽水马桶,可以,可以-冲水,17.0,人造物,家具
抽水马桶,是,是-马桶,12.0,人造物,家具
抽水马桶,需要,需要-水,10.0,人造物,家具
抽水马桶,有,有-按键,9.0,人造物,家具
抽水马桶,有,有-盖子,9.0,人造物,家具
抽水马桶,是,是-陶瓷,8.0,人造物,家具
抽水马桶,是,是-白色的,7.0,人造物,家具
抽水马桶,像,像-椅子,7.0,人造物,家具
抽水马桶,有,有-水,7.0,人造物,家具
抽水马桶,是,是-家具,6.0,人造物,家具
抽水马桶,是,是-生活用品,6.0,人造物,家具
抽水马桶,需要,需要-清洗,6.0,人造物,家具
抽水马桶,有,有-水箱,6.0,人造物,家具
抽水马桶,可以,可以-排泄,5.0,人造物,家具
抽水马桶,其他,其他-厕所,5.0,人造物,家具
抽水马桶,有,有-马桶盖,5.0,人造物,家具
抽水马桶,是,是-家居用品,4.0,人造物,家具
抽水马桶,有,有-开关,4.0,人造物,家具
抽水马桶,有,有-水管,4.0,人造物,家具
抽水马桶,是,是-塑料,3.0,人造物,家具
抽水马桶,像,像-桶,3.0,人造物,家具
抽水马桶,需要,需要-动力,3.0,人造物,家具
抽水马桶,需要,需要-制造,3.0,人造物,家具
抽水马桶,有,有-出水管,3.0,人造物,家具
抽水马桶,有,有-垫子,3.0,人造物,家具
抽水马桶,有,有-进水管,3.0,人造物,家具
抽水马桶,有,有-马桶垫,3.0,人造物,家具
抽水马桶,可以,可以-冲厕所,2.0,人造物,家具
抽水马桶,可以,可以-使用,2.0,人造物,家具
抽水马桶,是,是-便利的,2.0,人造物,家具
抽水马桶,是,是-工具,2.0,人造物,家具
抽水马桶,是,是-家里的,2.0,人造物,家具
抽水马桶,是,是-圆形,2.0,人造物,家具
抽水马桶,像,像-电器,2.0,人造物,家具
抽水马桶,需要,需要-安装,2.0,人造物,家具
抽水马桶,需要,需要-畅通,2.0,人造物,家具
抽水马桶,需要,需要-供水,2.0,人造物,家具
抽水马桶,有,有-便池,2.0,人造物,家具
抽水马桶,有,有-多种材质,2.0,人造物,家具
抽水马桶,有,有-管,2.0,人造物,家具
抽水马桶,有,有-水塞,2.0,人造物,家具
抽水马桶,有,有-桶盖,2.0,人造物,家具
抽水马桶,有,有-座垫,2.0,人造物,家具
抽屉,是,是-木的,14.0,人造物,家具
抽屉,有,有-把手,13.0,人造物,家具
抽屉,像,像-盒子,11.0,人造物,家具
抽屉,可以,可以-储物,9.0,人造物,家具
抽屉,是,是-家具,8.0,人造物,家具
抽屉,其他,其他-柜子,5.0,人造物,家具
抽屉,是,是-方形的,5.0,人造物,家具
抽屉,有,有-空间,5.0,人造物,家具
抽屉,有,有-锁,5.0,人造物,家具
抽屉,像,像-箱子,4.0,人造物,家具
抽屉,需要,需要-整理,4.0,人造物,家具
抽屉,可以,可以-收纳,3.0,人造物,家具
抽屉,其他,其他-桌子,3.0,人造物,家具
抽屉,是,是-盒子,3.0,人造物,家具
抽屉,是,是-长方体,3.0,人造物,家具
抽屉,需要,需要-清理,3.0,人造物,家具
抽屉,有,有-隔层,3.0,人造物,家具
抽屉,可以,可以-放书,2.0,人造物,家具
抽屉,可以,可以-放杂物,2.0,人造物,家具
抽屉,是,是-工具,2.0,人造物,家具
抽屉,是,是-容器,2.0,人造物,家具
抽屉,是,是-小的,2.0,人造物,家具
抽屉,像,像-木箱,2.0,人造物,家具
抽屉,像,像-收纳盒,2.0,人造物,家具
抽屉,需要,需要-保养,2.0,人造物,家具
抽屉,需要,需要-擦,2.0,人造物,家具
抽屉,有,有-多种种类,2.0,人造物,家具
抽屉,有,有-拉手,2.0,人造物,家具
抽屉,有,有-木板,2.0,人造物,家具
臭豆腐,是,是-食物,29.0322580645161,食物,固态干粮
臭豆腐,是,是-臭的,21.2903225806452,食物,固态干粮
臭豆腐,是,是-豆腐,16.4516129032258,食物,固态干粮
臭豆腐,是,是-小吃,7.74193548387097,食物,固态干粮
臭豆腐,是,是-油炸类,7.74193548387097,食物,固态干粮
臭豆腐,是,是-豆制品,4.83870967741935,食物,固态干粮
臭豆腐,是,是-黑色的,4.83870967741935,食物,固态干粮
臭豆腐,需要,需要-发酵,4.83870967741935,食物,固态干粮
臭豆腐,有,有-酱料,4.83870967741935,食物,固态干粮
臭豆腐,有,有-调料,4.83870967741935,食物,固态干粮
臭豆腐,可以,可以-饱腹,3.87096774193548,食物,固态干粮
臭豆腐,是,是-好吃的,3.87096774193548,食物,固态干粮
臭豆腐,是,是-香的,3.87096774193548,食物,固态干粮
臭豆腐,像,像-方块,3.87096774193548,食物,固态干粮
臭豆腐,需要,需要-制造,3.87096774193548,食物,固态干粮
臭豆腐,是,是-块状的,2.90322580645161,食物,固态干粮
臭豆腐,像,像-煤炭,2.90322580645161,食物,固态干粮
臭豆腐,像,像-砖头,2.90322580645161,食物,固态干粮
臭豆腐,有,有-多种种类,2.90322580645161,食物,固态干粮
臭豆腐,有,有-黄豆,2.90322580645161,食物,固态干粮
臭豆腐,有,有-味道,2.90322580645161,食物,固态干粮
臭豆腐,有,有-油,2.90322580645161,食物,固态干粮
臭豆腐,可以,可以-买卖,1.93548387096774,食物,固态干粮
臭豆腐,是,是-白色的,1.93548387096774,食物,固态干粮
臭豆腐,是,是-特色的,1.93548387096774,食物,固态干粮
臭豆腐,是,是-咸的,1.93548387096774,食物,固态干粮
臭豆腐,像,像-饼干,1.93548387096774,食物,固态干粮
臭豆腐,像,像-腐乳,1.93548387096774,食物,固态干粮
臭豆腐,像,像-石头,1.93548387096774,食物,固态干粮
臭豆腐,需要,需要-加热,1.93548387096774,食物,固态干粮
臭豆腐,需要,需要-烹饪,1.93548387096774,食物,固态干粮
臭豆腐,需要,需要-调味,1.93548387096774,食物,固态干粮
臭豆腐,需要,需要-腌制,1.93548387096774,食物,固态干粮
臭豆腐,需要,需要-炸,1.93548387096774,食物,固态干粮
臭豆腐,有,有-辣椒,1.93548387096774,食物,固态干粮
臭豆腐,有,有-膜,1.93548387096774,食物,固态干粮
臭豆腐,有,有-配料,1.93548387096774,食物,固态干粮
臭豆腐,有,有-气味,1.93548387096774,食物,固态干粮
臭鼬,是,是-动物,27.9310344827586,动物,陆生动物
臭鼬,需要,需要-食物,21.7241379310345,动物,陆生动物
臭鼬,有,有-尾巴,19.6551724137931,动物,陆生动物
臭鼬,有,有-毛,14.4827586206896,动物,陆生动物
臭鼬,是,是-臭的,12.4137931034483,动物,陆生动物
臭鼬,像,像-老鼠,9.31034482758621,动物,陆生动物
臭鼬,有,有-皮肤,9.31034482758621,动物,陆生动物
臭鼬,需要,需要-水,8.27586206896552,动物,陆生动物
臭鼬,像,像-松鼠,7.24137931034483,动物,陆生动物
臭鼬,是,是-黑色的,6.20689655172414,动物,陆生动物
臭鼬,有,有-爪子,6.20689655172414,动物,陆生动物
臭鼬,是,是-白色的,5.17241379310345,动物,陆生动物
臭鼬,是,是-哺乳类,5.17241379310345,动物,陆生动物
臭鼬,是,是-黑白的,5.17241379310345,动物,陆生动物
臭鼬,像,像-黄鼠狼,5.17241379310345,动物,陆生动物
臭鼬,需要,需要-睡觉,5.17241379310345,动物,陆生动物
臭鼬,有,有-四肢,5.17241379310345,动物,陆生动物
臭鼬,有,有-眼睛,5.17241379310345,动物,陆生动物
臭鼬,是,是-灰色的,4.13793103448276,动物,陆生动物
臭鼬,需要,需要-空气,4.13793103448276,动物,陆生动物
臭鼬,有,有-鼻子,4.13793103448276,动物,陆生动物
臭鼬,有,有-臭腺,4.13793103448276,动物,陆生动物
臭鼬,可以,可以-跑,3.10344827586207,动物,陆生动物
臭鼬,可以,可以-释放臭气,3.10344827586207,动物,陆生动物
臭鼬,是,是-肉食类,3.10344827586207,动物,陆生动物
臭鼬,像,像-狐狸,3.10344827586207,动物,陆生动物
臭鼬,需要,需要-保护,3.10344827586207,动物,陆生动物
臭鼬,有,有-嘴巴,3.10344827586207,动物,陆生动物
臭鼬,可以,可以-繁衍,2.06896551724138,动物,陆生动物
臭鼬,可以,可以-放臭气,2.06896551724138,动物,陆生动物
臭鼬,可以,可以-爬,2.06896551724138,动物,陆生动物
臭鼬,是,是-脊椎类,2.06896551724138,动物,陆生动物
臭鼬,是,是-可爱的,2.06896551724138,动物,陆生动物
臭鼬,是,是-晚上的,2.06896551724138,动物,陆生动物
臭鼬,是,是-小的,2.06896551724138,动物,陆生动物
臭鼬,需要,需要-呼吸,2.06896551724138,动物,陆生动物
臭鼬,有,有-耳朵,2.06896551724138,动物,陆生动物
臭鼬,有,有-脚,2.06896551724138,动物,陆生动物
臭鼬,有,有-四条腿,2.06896551724138,动物,陆生动物
臭鼬,有,有-头,2.06896551724138,动物,陆生动物
臭鼬,有,有-腿,2.06896551724138,动物,陆生动物
臭鼬,有,有-小眼睛,2.06896551724138,动物,陆生动物
出租车,是,是-工具,17.0,交通工具,车
出租车,其他,其他-交通,14.0,交通工具,车
出租车,是,是-车,14.0,交通工具,车
出租车,有,有-轮子,13.0,交通工具,车
出租车,有,有-座位,12.0,交通工具,车
出租车,需要,需要-司机,10.0,交通工具,车
出租车,有,有-计价器,9.0,交通工具,车
出租车,有,有-方向盘,8.0,交通工具,车
出租车,可以,可以-出行,7.0,交通工具,车
出租车,需要,需要-加油,7.0,交通工具,车
出租车,需要,需要-汽油,7.0,交通工具,车
出租车,需要,需要-油,7.0,交通工具,车
出租车,是,是-便利的,6.0,交通工具,车
出租车,需要,需要-收费,5.0,交通工具,车
出租车,有,有-发动机,5.0,交通工具,车
出租车,可以,可以-乘坐,4.0,交通工具,车
出租车,可以,可以-行驶,4.0,交通工具,车
出租车,需要,需要-修理,4.0,交通工具,车
出租车,有,有-车牌,4.0,交通工具,车
出租车,有,有-门,4.0,交通工具,车
出租车,可以,可以-代步,3.0,交通工具,车
出租车,可以,可以-买卖,3.0,交通工具,车
出租车,是,是-贵的,3.0,交通工具,车
出租车,像,像-公交车,3.0,交通工具,车
出租车,像,像-轿车,3.0,交通工具,车
出租车,像,像-面包,3.0,交通工具,车
出租车,像,像-面包车,3.0,交通工具,车
出租车,需要,需要-保养,3.0,交通工具,车
出租车,需要,需要-付钱,3.0,交通工具,车
出租车,需要,需要-检查,3.0,交通工具,车
出租车,需要,需要-清洗,3.0,交通工具,车
出租车,有,有-车身,3.0,交通工具,车
出租车,有,有-窗户,3.0,交通工具,车
出租车,有,有-多种颜色,3.0,交通工具,车
出租车,有,有-后备箱,3.0,交通工具,车
出租车,有,有-喇叭,3.0,交通工具,车
出租车,可以,可以-出租,2.0,交通工具,车
出租车,可以,可以-驾驶,2.0,交通工具,车
出租车,其他,其他-滴滴,2.0,交通工具,车
出租车,是,是-的士,2.0,交通工具,车
出租车,是,是-公共的,2.0,交通工具,车
出租车,是,是-机械,2.0,交通工具,车
出租车,是,是-快捷的,2.0,交通工具,车
出租车,是,是-小的,2.0,交通工具,车
出租车,像,像-房屋,2.0,交通工具,车
出租车,像,像-甲壳虫,2.0,交通工具,车
出租车,像,像-私家车,2.0,交通工具,车
出租车,需要,需要-驾驶证,2.0,交通工具,车
出租车,需要,需要-维护,2.0,交通工具,车
出租车,有,有-安全带,2.0,交通工具,车
出租车,有,有-玻璃,2.0,交通工具,车
出租车,有,有-后视镜,2.0,交通工具,车
出租车,有,有-油箱,2.0,交通工具,车
除草机,可以,可以-除草,27.0,人造物,电器
除草机,需要,需要-电,18.0,人造物,电器
除草机,有,有-刀,18.0,人造物,电器
除草机,是,是-机器,16.0,人造物,电器
除草机,是,是-工具,13.0,人造物,电器
除草机,有,有-发动机,11.0,人造物,电器
除草机,有,有-轮子,11.0,人造物,电器
除草机,有,有-扶手,6.0,人造物,电器
除草机,需要,需要-油,5.0,人造物,电器
除草机,像,像-收割机,4.0,人造物,电器
除草机,像,像-拖拉机,4.0,人造物,电器
除草机,像,像-吸尘器,4.0,人造物,电器
除草机,需要,需要-人,4.0,人造物,电器
除草机,有,有-把手,4.0,人造物,电器
除草机,可以,可以-美化环境,3.0,人造物,电器
除草机,是,是-大的,3.0,人造物,电器
除草机,是,是-机械,3.0,人造物,电器
除草机,需要,需要-人工操作,3.0,人造物,电器
除草机,可以,可以-发声,2.0,人造物,电器
除草机,可以,可以-移动,2.0,人造物,电器
除草机,其他,其他-节省人力,2.0,人造物,电器
除草机,是,是-农耕的,2.0,人造物,电器
除草机,像,像-镰刀,2.0,人造物,电器
除草机,像,像-扫地机,2.0,人造物,电器
除草机,需要,需要-保养,2.0,人造物,电器
除草机,需要,需要-检查,2.0,人造物,电器
除草机,需要,需要-维护,2.0,人造物,电器
除草机,需要,需要-维修,2.0,人造物,电器
除草机,有,有-电机,2.0,人造物,电器
除草机,有,有-多种样式,2.0,人造物,电器
锄头,是,是-工具,21.0,人造物,工具
锄头,是,是-金属,16.0,人造物,工具
锄头,可以,可以-锄地,12.0,人造物,工具
锄头,是,是-农耕的,12.0,人造物,工具
锄头,有,有-把手,11.0,人造物,工具
锄头,可以,可以-耕地,8.0,人造物,工具
锄头,是,是-农具,8.0,人造物,工具
锄头,是,是-木的,7.0,人造物,工具
锄头,可以,可以-锄草,6.0,人造物,工具
锄头,可以,可以-除草,5.0,人造物,工具
锄头,可以,可以-松土,5.0,人造物,工具
锄头,像,像-镰刀,4.0,人造物,工具
锄头,需要,需要-力,4.0,人造物,工具
锄头,有,有-木棍,4.0,人造物,工具
锄头,可以,可以-挖,3.0,人造物,工具
锄头,是,是-锋利的,3.0,人造物,工具
锄头,是,是-长的,3.0,人造物,工具
锄头,需要,需要-打磨,3.0,人造物,工具
锄头,需要,需要-人,3.0,人造物,工具
锄头,有,有-锄头,3.0,人造物,工具
锄头,可以,可以-锄地的,2.0,人造物,工具
锄头,可以,可以-开垦,2.0,人造物,工具
锄头,其他,其他-锄禾日当午,2.0,人造物,工具
锄头,是,是-劳动的,2.0,人造物,工具
锄头,是,是-硬的,2.0,人造物,工具
锄头,是,是-重的,2.0,人造物,工具
锄头,像,像-铲子,2.0,人造物,工具
锄头,像,像-锤子,2.0,人造物,工具
锄头,像,像-斧头,2.0,人造物,工具
锄头,像,像-斧子,2.0,人造物,工具
锄头,像,像-棍棒,2.0,人造物,工具
锄头,像,像-铁锹,2.0,人造物,工具
锄头,需要,需要-磨,2.0,人造物,工具
锄头,需要,需要-农民,2.0,人造物,工具
锄头,需要,需要-清洗,2.0,人造物,工具
锄头,有,有-刀,2.0,人造物,工具
锄头,有,有-多种种类,2.0,人造物,工具
雏菊,是,是-花,23.7931034482759,植物,花草
雏菊,是,是-植物,23.7931034482759,植物,花草
雏菊,有,有-花瓣,17.5862068965517,植物,花草
雏菊,需要,需要-水,16.551724137931,植物,花草
雏菊,可以,可以-观赏,15.5172413793104,植物,花草
雏菊,需要,需要-阳光,15.5172413793104,植物,花草
雏菊,是,是-菊科,14.4827586206896,植物,花草
雏菊,是,是-香的,10.3448275862069,植物,花草
雏菊,需要,需要-土,10.3448275862069,植物,花草
雏菊,有,有-叶子,10.3448275862069,植物,花草
雏菊,有,有-花蕊,9.31034482758621,植物,花草
雏菊,可以,可以-冲泡,8.27586206896552,植物,花草
雏菊,是,是-黄色的,8.27586206896552,植物,花草
雏菊,是,是-小的,6.20689655172414,植物,花草
雏菊,需要,需要-种植,6.20689655172414,植物,花草
雏菊,有,有-茎,6.20689655172414,植物,花草
雏菊,可以,可以-买卖,5.17241379310345,植物,花草
雏菊,是,是-好看的,5.17241379310345,植物,花草
雏菊,是,是-药,5.17241379310345,植物,花草
雏菊,像,像-菊花,5.17241379310345,植物,花草
雏菊,需要,需要-肥料,5.17241379310345,植物,花草
雏菊,需要,需要-空气,5.17241379310345,植物,花草
雏菊,有,有-根,5.17241379310345,植物,花草
雏菊,像,像-太阳,4.13793103448276,植物,花草
雏菊,有,有-多种种类,4.13793103448276,植物,花草
雏菊,可以,可以-送礼,3.10344827586207,植物,花草
雏菊,可以,可以-饮用,3.10344827586207,植物,花草
雏菊,是,是-白色的,3.10344827586207,植物,花草
雏菊,需要,需要-营养,3.10344827586207,植物,花草
雏菊,有,有-多种颜色,3.10344827586207,植物,花草
雏菊,可以,可以-吸引蜜蜂,2.06896551724138,植物,花草
雏菊,是,是-生物,2.06896551724138,植物,花草
雏菊,是,是-食物,2.06896551724138,植物,花草
雏菊,像,像-太阳花,2.06896551724138,植物,花草
雏菊,像,像-向日葵,2.06896551724138,植物,花草
雏菊,需要,需要-采摘,2.06896551724138,植物,花草
雏菊,有,有-花粉,2.06896551724138,植物,花草
雏菊,有,有-花茎,2.06896551724138,植物,花草
橱柜,有,有-门,16.4516129032258,人造物,家具
橱柜,是,是-家具,14.5161290322581,人造物,家具
橱柜,是,是-柜子,12.5806451612903,人造物,家具
橱柜,可以,可以-储物,11.6129032258065,人造物,家具
橱柜,像,像-衣柜,10.6451612903226,人造物,家具
橱柜,是,是-木的,7.74193548387097,人造物,家具
橱柜,可以,可以-买卖,6.7741935483871,人造物,家具
橱柜,其他,其他-厨房,6.7741935483871,人造物,家具
橱柜,需要,需要-制造,5.80645161290323,人造物,家具
橱柜,有,有-隔层,5.80645161290323,人造物,家具
橱柜,有,有-空间,5.80645161290323,人造物,家具
橱柜,像,像-冰箱,4.83870967741935,人造物,家具
橱柜,需要,需要-清洗,4.83870967741935,人造物,家具
橱柜,有,有-多种型号,4.83870967741935,人造物,家具
橱柜,可以,可以-摆放,3.87096774193548,人造物,家具
橱柜,需要,需要-安装,3.87096774193548,人造物,家具
橱柜,有,有-把手,3.87096774193548,人造物,家具
橱柜,是,是-厨具,2.90322580645161,人造物,家具
橱柜,需要,需要-擦,2.90322580645161,人造物,家具
橱柜,需要,需要-清理,2.90322580645161,人造物,家具
橱柜,有,有-多种材质,2.90322580645161,人造物,家具
橱柜,有,有-多种颜色,2.90322580645161,人造物,家具
橱柜,有,有-多种种类,2.90322580645161,人造物,家具
橱柜,有,有-容量,2.90322580645161,人造物,家具
橱柜,可以,可以-放碗,1.93548387096774,人造物,家具
橱柜,是,是-家居用品,1.93548387096774,人造物,家具
橱柜,是,是-结实的,1.93548387096774,人造物,家具
橱柜,是,是-金属,1.93548387096774,人造物,家具
