Concept,Rel,Feature,Frequency,
瓜,是,是-圆形,3.87096774193548,
瓜,像,像-皮球,3.87096774193548,
瓜,有,有-果肉,3.87096774193548,
瓜,有,有-水,3.87096774193548,
瓜,有,有-西瓜,3.87096774193548,
瓜,是,是-果,2.90322580645161,
瓜,是,是-好吃的,2.90322580645161,
瓜,像,像-气球,2.90322580645161,
瓜,有,有-多种型号,2.90322580645161,
瓜,有,有-多种样式,2.90322580645161,
瓜,有,有-果实,2.90322580645161,
瓜,有,有-哈密瓜,2.90322580645161,
瓜,有,有-瓤,2.90322580645161,
瓜,有,有-营养,2.90322580645161,
瓜,可以,可以-饱腹,1.93548387096774,
瓜,可以,可以-炒,1.93548387096774,
瓜,可以,可以-滚动,1.93548387096774,
瓜,可以,可以-解渴,1.93548387096774,
瓜,是,是-绿色的,1.93548387096774,
瓜,是,是-香的,1.93548387096774,
瓜,像,像-葫芦,1.93548387096774,
瓜,像,像-足球,1.93548387096774,
瓜,需要,需要-清洗,1.93548387096774,
瓜,需要,需要-营养,1.93548387096774,
瓜,有,有-冬瓜,1.93548387096774,
瓜,有,有-多种颜色,1.93548387096774,
瓜,有,有-瓜蒂,1.93548387096774,
瓜,有,有-果核,1.93548387096774,
瓜,有,有-木瓜,1.93548387096774,
瓜,有,有-南瓜,1.93548387096774,
瓜,有,有-肉,1.93548387096774,
瓜子,是,是-食物,26.1290322580645,
瓜子,需要,需要-炒,8.70967741935484,
瓜子,是,是-零食,7.74193548387097,
瓜子,是,是-种子,7.74193548387097,
瓜子,需要,需要-剥开,7.74193548387097,
瓜子,有,有-壳,7.74193548387097,
瓜子,有,有-果仁,6.7741935483871,
瓜子,可以,可以-买卖,5.80645161290323,
瓜子,有,有-多种味道,5.80645161290323,
瓜子,是,是-坚果,4.83870967741935,
瓜子,需要,需要-阳光,4.83870967741935,
瓜子,需要,需要-制造,4.83870967741935,
瓜子,有,有-皮,4.83870967741935,
瓜子,需要,需要-种植,3.87096774193548,
瓜子,有,有-多种种类,3.87096774193548,
瓜子,有,有-果实,3.87096774193548,
瓜子,可以,可以-嗑,2.90322580645161,
瓜子,其他,其他-不可多吃,2.90322580645161,
瓜子,其他,其他-葵花,2.90322580645161,
瓜子,是,是-香的,2.90322580645161,
瓜子,是,是-小的,2.90322580645161,
瓜子,是,是-休闲食品,2.90322580645161,
瓜子,是,是-植物,2.90322580645161,
瓜子,像,像-虫,2.90322580645161,
瓜子,像,像-石头,2.90322580645161,
瓜子,需要,需要-采摘,2.90322580645161,
瓜子,有,有-多种型号,2.90322580645161,
瓜子,有,有-瓜子皮,2.90322580645161,
瓜子,有,有-瓜子仁,2.90322580645161,
瓜子,是,是-干的,1.93548387096774,
瓜子,是,是-果,1.93548387096774,
瓜子,是,是-黑色的,1.93548387096774,
瓜子,是,是-颗粒的,1.93548387096774,
瓜子,是,是-向日葵的种子,1.93548387096774,
瓜子,是,是-休闲的,1.93548387096774,
瓜子,是,是-硬的,1.93548387096774,
瓜子,像,像-贝壳,1.93548387096774,
瓜子,像,像-水珠,1.93548387096774,
瓜子,像,像-牙齿,1.93548387096774,
瓜子,像,像-眼泪,1.93548387096774,
瓜子,需要,需要-保存,1.93548387096774,
瓜子,需要,需要-干燥,1.93548387096774,
瓜子,需要,需要-烹饪,1.93548387096774,
瓜子,需要,需要-水,1.93548387096774,
瓜子,需要,需要-向日葵,1.93548387096774,
瓜子,需要,需要-煮,1.93548387096774,
瓜子,有,有-葵花籽,1.93548387096774,
瓜子,有,有-西瓜子,1.93548387096774,
瓜子,有,有-油,1.93548387096774,
瓜子,有,有-原味,1.93548387096774,
拐杖,是,是-棍棒,18.3870967741936,
拐杖,是,是-木的,17.4193548387097,
拐杖,有,有-把手,15.4838709677419,
拐杖,是,是-工具,12.5806451612903,
拐杖,是,是-辅助的,7.74193548387097,
拐杖,是,是-金属,7.74193548387097,
拐杖,需要,需要-制造,7.74193548387097,
拐杖,可以,可以-买卖,6.7741935483871,
拐杖,是,是-长的,5.80645161290323,
拐杖,可以,可以-帮助行走,4.83870967741935,
拐杖,可以,可以-行走,4.83870967741935,
拐杖,是,是-老年用品,4.83870967741935,
拐杖,有,有-多种材质,4.83870967741935,
拐杖,可以,可以-打人,3.87096774193548,
拐杖,是,是-杆子,3.87096774193548,
拐杖,是,是-弯的,3.87096774193548,
拐杖,像,像-树枝,3.87096774193548,
拐杖,有,有-多种型号,3.87096774193548,
拐杖,可以,可以-辅助走路,2.90322580645161,
拐杖,是,是-硬的,2.90322580645161,
拐杖,是,是-用品,2.90322580645161,
拐杖,像,像-竹子,2.90322580645161,
拐杖,需要,需要-保养,2.90322580645161,
拐杖,需要,需要-设计,2.90322580645161,
拐杖,有,有-扶手,2.90322580645161,
拐杖,可以,可以-辅助行走,1.93548387096774,
拐杖,可以,可以-拿,1.93548387096774,
拐杖,可以,可以-探路,1.93548387096774,
拐杖,是,是-简单的,1.93548387096774,
拐杖,是,是-器材,1.93548387096774,
拐杖,是,是-条状的,1.93548387096774,
拐杖,是,是-医疗用品,1.93548387096774,
拐杖,像,像-伞,1.93548387096774,
拐杖,像,像-伞柄,1.93548387096774,
拐杖,需要,需要-支撑,1.93548387096774,
拐杖,有,有-多种样式,1.93548387096774,
拐杖,有,有-多种种类,1.93548387096774,
拐杖,有,有-花纹,1.93548387096774,
拐杖,有,有-油漆,1.93548387096774,
关节,是,是-骨骼,24,
关节,需要,需要-保护,21,
关节,是,是-连接处,15,
关节,可以,可以-弯曲,11,
关节,是,是-身体部位,11,
关节,可以,可以-动,8,
关节,可以,可以-连接骨头,6,
关节,其他,其他-人,5,
关节,有,有-关节面,5,
关节,是,是-硬的,4,
关节,像,像-链子,4,
关节,有,有-关节囊,4,
关节,有,有-关节腔,4,
关节,其他,其他-关节炎,3,
关节,有,有-筋,3,
关节,有,有-皮肤,3,
关节,是,是-白色的,2,
关节,是,是-器官,2,
关节,是,是-组织,2,
关节,像,像-轴承,2,
关节,需要,需要-爱护,2,
关节,需要,需要-保养,2,
关节,需要,需要-蛋白质,2,
关节,需要,需要-活动,2,
关节,需要,需要-生物,2,
关节,需要,需要-营养,2,
关节,有,有-不同的部位,2,
关节,有,有-肌肉,2,
关节,有,有-韧性,2,
关节,有,有-软组织,2,
关节,有,有-血液,2,
棺材,是,是-木的,22,
棺材,有,有-盖子,14,
棺材,是,是-盒子,10,
棺材,是,是-黑色的,7,
棺材,是,是-柜子,6,
棺材,需要,需要-制造,6,
棺材,是,是-箱子,5,
棺材,有,有-棺盖,5,
棺材,可以,可以-买卖,4,
棺材,像,像-房屋,4,
棺材,可以,可以-存放尸体,3,
棺材,可以,可以-放尸体,3,
棺材,可以,可以-下葬,3,
棺材,是,是-长方体,3,
棺材,需要,需要-尸体,3,
棺材,有,有-多种型号,3,
棺材,有,有-多种颜色,3,
棺材,是,是-悲伤的,2,
棺材,是,是-工具,2,
棺材,是,是-金属,2,
棺材,是,是-容器,2,
棺材,是,是-丧葬用品,2,
棺材,是,是-用品,2,
棺材,是,是-重的,2,
棺材,像,像-火柴盒,2,
棺材,像,像-木箱,2,
棺材,需要,需要-人工制作,2,
棺材,有,有-多种材质,2,
棺材,有,有-多种样式,2,
棺材,有,有-棺椁,2,
棺材,有,有-油漆,2,
管道,是,是-塑料,10,
管道,是,是-圆柱形,9,
管道,是,是-金属,8,
管道,是,是-管,7,
管道,是,是-通道,7,
管道,需要,需要-制造,5,
管道,是,是-水管,4,
管道,是,是-弯的,4,
管道,是,是-长的,4,
管道,需要,需要-安装,4,
管道,有,有-多种材质,4,
管道,可以,可以-排水,3,
管道,是,是-空心的,3,
管道,像,像-吸管,3,
管道,需要,需要-清洗,3,
管道,需要,需要-维护,3,
管道,需要,需要-维修,3,
管道,可以,可以-供暖,2,
管道,可以,可以-流水,2,
管道,可以,可以-买卖,2,
管道,可以,可以-疏通,2,
管道,可以,可以-输送天然气,2,
管道,可以,可以-运输,2,
管道,是,是-工具,2,
管道,是,是-工业的,2,
管道,是,是-橡胶,2,
管道,是,是-直的,2,
管道,是,是-装置,2,
管道,需要,需要-保养,2,
管道,需要,需要-检查,2,
管道,需要,需要-疏通,2,
管道,有,有-洞,2,
管道,有,有-多种型号,2,
管道,有,有-多种样式,2,
灌木,是,是-植物,23,
灌木,需要,需要-水,23,
灌木,需要,需要-阳光,22,
灌木,有,有-叶子,20,
灌木,是,是-矮的,18,
灌木,需要,需要-土,15,
灌木,像,像-树,12,
灌木,有,有-根,12,
灌木,需要,需要-空气,11,
灌木,有,有-树枝,11,
灌木,可以,可以-观赏,9,
灌木,是,是-小的,9,
灌木,像,像-草,8,
灌木,是,是-绿色的,7,
灌木,有,有-茎,7,
灌木,可以,可以-生长,6,
灌木,有,有-多种种类,6,
灌木,可以,可以-光合作用,5,
灌木,需要,需要-种植,5,
灌木,需要,需要-修剪,4,
灌木,有,有-树干,4,
灌木,可以,可以-保护环境,3,
灌木,可以,可以-挡风,3,
灌木,可以,可以-固沙,3,
灌木,可以,可以-绿化,3,
灌木,可以,可以-美化环境,3,
灌木,是,是-成簇的,3,
灌木,像,像-玫瑰,3,
灌木,可以,可以-净化空气,2,
灌木,可以,可以-吸收二氧化碳,2,
灌木,是,是-草本类,2,
灌木,是,是-篱笆,2,
灌木,像,像-牡丹,2,
灌木,像,像-伞,2,
灌木,像,像-森林,2,
灌木,需要,需要-保护,2,
灌木,需要,需要-氧气,2,
灌木,需要,需要-营养,2,
灌木,有,有-观果,2,
灌木,有,有-观花,2,
灌木,有,有-观枝干,2,
罐头,是,是-食物,29,
罐头,可以,可以-包装,10,
罐头,有,有-水果,10,
罐头,需要,需要-制造,9,
罐头,需要,需要-密封,8,
罐头,可以,可以-保存,7,
罐头,有,有-多种种类,7,
罐头,是,是-金属,5,
罐头,是,是-甜的,5,
罐头,有,有-肉,5,
罐头,是,是-罐子,4,
罐头,是,是-盒子,4,
罐头,有,有-水,4,
罐头,可以,可以-饱腹,3,
罐头,可以,可以-防腐,3,
罐头,是,是-零食,3,
罐头,是,是-速食,3,
罐头,是,是-圆柱形,3,
罐头,像,像-易拉罐,3,
罐头,需要,需要-保质,3,
罐头,需要,需要-冷藏,3,
罐头,有,有-果汁,3,
罐头,有,有-糖,3,
罐头,有,有-味道,3,
罐头,有,有-营养,3,
罐头,可以,可以-拌,2,
罐头,是,是-罐装的,2,
罐头,是,是-好吃的,2,
罐头,是,是-密封的,2,
罐头,是,是-香的,2,
罐头,像,像-桶,2,
罐头,需要,需要-低温,2,
罐头,需要,需要-铁,2,
罐头,需要,需要-腌制,2,
罐头,有,有-多种型号,2,
罐头,有,有-盖子,2,
罐头,有,有-橘子,2,
罐头,有,有-鱼,2,
罐头,有,有-猪肉,2,
罐子,是,是-容器,16,
罐子,有,有-盖子,11,
罐子,可以,可以-储物,5,
罐子,是,是-圆柱形,5,
罐子,需要,需要-清洗,5,
罐子,是,是-玻璃,4,
罐子,是,是-陶瓷,4,
罐子,像,像-瓶子,4,
罐子,可以,可以-盛物,3,
罐子,是,是-物品,3,
罐子,是,是-圆形,3,
罐子,像,像-桶,3,
罐子,需要,需要-保存,3,
罐子,需要,需要-制造,3,
罐子,有,有-多种样式,3,
罐子,可以,可以-买卖,2,
罐子,可以,可以-盛食物,2,
罐子,是,是-金属,2,
罐子,是,是-塑料,2,
罐子,是,是-易坏的,2,
罐子,是,是-易碎的,2,
罐子,需要,需要-密封,2,
罐子,需要,需要-轻拿轻放,2,
罐子,需要,需要-陶土,2,
罐子,有,有-多种型号,2,
罐子,有,有-空间,2,
罐子,有,有-口,2,
罐子,有,有-容量,2,
光盘,是,是-圆形,12.5806451612903,
光盘,可以,可以-储存,9.67741935483871,
光盘,像,像-镜子,9.67741935483871,
光盘,像,像-盘子,8.70967741935484,
光盘,可以,可以-记录,6.7741935483871,
光盘,可以,可以-播放,5.80645161290323,
光盘,需要,需要-保存,5.80645161290323,
光盘,是,是-视频,4.83870967741935,
光盘,像,像-飞碟,4.83870967741935,
光盘,需要,需要-制造,4.83870967741935,
光盘,可以,可以-买卖,3.87096774193548,
光盘,是,是-电子产品,3.87096774193548,
光盘,是,是-设备,3.87096774193548,
光盘,像,像-U盘,3.87096774193548,
光盘,需要,需要-保护,3.87096774193548,
光盘,需要,需要-光驱,3.87096774193548,
光盘,有,有-孔,3.87096774193548,
光盘,有,有-内容,3.87096774193548,
光盘,可以,可以-储存数据,2.90322580645161,
光盘,可以,可以-存储数据,2.90322580645161,
光盘,可以,可以-看电影,2.90322580645161,
光盘,可以,可以-刻录,2.90322580645161,
光盘,可以,可以-录图像,2.90322580645161,
光盘,其他,其他-DVD,2.90322580645161,
光盘,是,是-存储载体,2.90322580645161,
光盘,是,是-工具,2.90322580645161,
光盘,是,是-亮的,2.90322580645161,
光盘,像,像-飞镖,2.90322580645161,
光盘,需要,需要-播放器,2.90322580645161,
光盘,需要,需要-刻录,2.90322580645161,
光盘,有,有-多种形状,2.90322580645161,
光盘,有,有-信息,2.90322580645161,
光盘,可以,可以-播放图像,1.93548387096774,
光盘,可以,可以-反光,1.93548387096774,
光盘,可以,可以-复制,1.93548387096774,
光盘,可以,可以-录声音,1.93548387096774,
光盘,是,是-薄的,1.93548387096774,
光盘,是,是-材料,1.93548387096774,
光盘,是,是-光滑的,1.93548387096774,
光盘,是,是-片状的,1.93548387096774,
光盘,是,是-物品,1.93548387096774,
光盘,是,是-用品,1.93548387096774,
光盘,需要,需要-爱护,1.93548387096774,
光盘,需要,需要-清洗,1.93548387096774,
光盘,有,有-多种型号,1.93548387096774,
光盘,有,有-多种种类,1.93548387096774,
光盘,有,有-容量,1.93548387096774,
光盘,有,有-音乐,1.93548387096774,
棍棒,是,是-木的,19.6551724137931,
棍棒,是,是-长的,14.4827586206896,
棍棒,可以,可以-打人,11.3793103448276,
棍棒,需要,需要-制造,9.31034482758621,
棍棒,是,是-金属,8.27586206896552,
棍棒,是,是-武器,7.24137931034483,
棍棒,是,是-硬的,7.24137931034483,
棍棒,有,有-多种长度,6.20689655172414,
棍棒,可以,可以-防身,5.17241379310345,
棍棒,是,是-棒子,5.17241379310345,
棍棒,是,是-条状的,5.17241379310345,
棍棒,是,是-圆柱形,5.17241379310345,
棍棒,是,是-材料,4.13793103448276,
棍棒,是,是-圆形,4.13793103448276,
棍棒,像,像-金箍棒,4.13793103448276,
棍棒,有,有-把手,4.13793103448276,
棍棒,可以,可以-打架,3.10344827586207,
棍棒,是,是-工具,3.10344827586207,
棍棒,是,是-塑料,3.10344827586207,
棍棒,是,是-直的,3.10344827586207,
棍棒,像,像-杆子,3.10344827586207,
棍棒,像,像-树干,3.10344827586207,
棍棒,需要,需要-打磨,3.10344827586207,
棍棒,有,有-不同粗细,3.10344827586207,
棍棒,可以,可以-打狗,2.06896551724138,
棍棒,可以,可以-攻击,2.06896551724138,
棍棒,可以,可以-击打,2.06896551724138,
棍棒,可以,可以-敲,2.06896551724138,
棍棒,是,是-粗的,2.06896551724138,
棍棒,是,是-短的,2.06896551724138,
棍棒,是,是-用品,2.06896551724138,
棍棒,像,像-擀面杖,2.06896551724138,
棍棒,有,有-多种型号,2.06896551724138,
棍棒,有,有-多种样式,2.06896551724138,
棍棒,有,有-多种种类,2.06896551724138,
锅,可以,可以-炒菜,15,
锅,需要,需要-清洗,12,
锅,是,是-金属,11,
锅,有,有-把手,11,
锅,是,是-圆形,7,
锅,有,有-锅盖,7,
锅,是,是-厨具,6,
锅,可以,可以-烹饪,5,
锅,是,是-炊具,5,
锅,有,有-盖子,5,
锅,其他,其他-厨房,4,
锅,是,是-不锈钢的,4,
锅,是,是-工具,4,
锅,需要,需要-保养,4,
锅,有,有-多种材质,4,
锅,可以,可以-煎,3,
锅,可以,可以-煮,3,
锅,像,像-帽子,3,
锅,像,像-头盔,3,
锅,需要,需要-火,3,
锅,需要,需要-食物,3,
锅,有,有-底,3,
锅,有,有-多种种类,3,
锅,有,有-锅把,3,
锅,有,有-锅身,3,
锅,有,有-容量,3,
锅,可以,可以-熬,2,
锅,可以,可以-煎蛋,2,
锅,可以,可以-买卖,2,
锅,可以,可以-烹饪食物,2,
锅,其他,其他-背锅,2,
锅,是,是-黑色的,2,
锅,是,是-生活用品,2,
锅,是,是-玩具,2,
锅,是,是-用品,2,
锅,像,像-盆,2,
锅,像,像-勺子,2,
锅,像,像-碗,2,
锅,需要,需要-放油,2,
锅,需要,需要-刷,2,
锅,有,有-多种型号,2,
锅,有,有-多种样式,2,
锅,有,有-锅底,2,
锅,有,有-砂锅,2,
锅,有,有-铁锅,2,
蝈蝈,是,是-虫,22.258064516129,
蝈蝈,需要,需要-食物,20.3225806451613,
蝈蝈,是,是-昆虫,19.3548387096774,
蝈蝈,有,有-触角,16.4516129032258,
蝈蝈,是,是-动物,15.4838709677419,
蝈蝈,需要,需要-水,14.5161290322581,
蝈蝈,可以,可以-叫,12.5806451612903,
蝈蝈,有,有-眼睛,8.70967741935484,
蝈蝈,可以,可以-发声,7.74193548387097,
蝈蝈,是,是-绿色的,7.74193548387097,
蝈蝈,需要,需要-空气,7.74193548387097,
蝈蝈,有,有-翅膀,7.74193548387097,
蝈蝈,像,像-蚂蚱,6.7741935483871,
蝈蝈,有,有-腿,6.7741935483871,
蝈蝈,可以,可以-跳,5.80645161290323,
蝈蝈,像,像-蛐蛐,3.87096774193548,
蝈蝈,需要,需要-草,3.87096774193548,
蝈蝈,需要,需要-睡觉,3.87096774193548,
蝈蝈,有,有-头,3.87096774193548,
蝈蝈,可以,可以-斗蝈蝈,2.90322580645161,
蝈蝈,可以,可以-爬,2.90322580645161,
蝈蝈,是,是-小的,2.90322580645161,
蝈蝈,像,像-蝗虫,2.90322580645161,
蝈蝈,像,像-螳螂,2.90322580645161,
蝈蝈,像,像-蟋蟀,2.90322580645161,
蝈蝈,像,像-蟑螂,2.90322580645161,
蝈蝈,需要,需要-呼吸,2.90322580645161,
蝈蝈,有,有-脚,2.90322580645161,
蝈蝈,有,有-身体,2.90322580645161,
蝈蝈,有,有-四肢,2.90322580645161,
蝈蝈,可以,可以-飞,1.93548387096774,
蝈蝈,可以,可以-观赏,1.93548387096774,
蝈蝈,可以,可以-娱乐,1.93548387096774,
蝈蝈,是,是-黑色的,1.93548387096774,
蝈蝈,是,是-生物,1.93548387096774,
蝈蝈,是,是-有害的,1.93548387096774,
蝈蝈,像,像-蚂蚁,1.93548387096774,
蝈蝈,像,像-树枝,1.93548387096774,
蝈蝈,需要,需要-阳光,1.93548387096774,
蝈蝈,需要,需要-叶子,1.93548387096774,
蝈蝈,有,有-鼻子,1.93548387096774,
蝈蝈,有,有-肚子,1.93548387096774,
蝈蝈,有,有-复眼,1.93548387096774,
蝈蝈,有,有-壳,1.93548387096774,
蝈蝈,有,有-嘴巴,1.93548387096774,
国际象棋,可以,可以-娱乐,12,
国际象棋,有,有-棋盘,12,
国际象棋,有,有-棋子,12,
国际象棋,可以,可以-比赛,9,
国际象棋,是,是-象棋,6,
国际象棋,是,是-游戏,6,
国际象棋,像,像-五子棋,5,
国际象棋,是,是-白色的,4,
国际象棋,是,是-黑色的,4,
国际象棋,是,是-棋类,4,
国际象棋,是,是-棋类游戏,4,
国际象棋,像,像-围棋,4,
国际象棋,像,像-象棋,4,
国际象棋,有,有-规则,4,
国际象棋,可以,可以-对弈,3,
国际象棋,是,是-比赛,3,
国际象棋,是,是-黑白的,3,
国际象棋,是,是-国外的,2,
国际象棋,是,是-竞技类,2,
国际象棋,是,是-棋,2,
国际象棋,是,是-棋牌类,2,
国际象棋,需要,需要-练习,2,
国际象棋,需要,需要-两个人,2,
国际象棋,需要,需要-棋盘,2,
国际象棋,需要,需要-学习,2,
国际象棋,有,有-64个格子,2,
国际象棋,有,有-比赛,2,
国际象棋,有,有-多种种类,2,
国旗,是,是-国家的,22.258064516129,
国旗,是,是-旗子,14.5161290322581,
国旗,是,是-象征,14.5161290322581,
国旗,有,有-多种颜色,10.6451612903226,
国旗,是,是-红色的,8.70967741935484,
国旗,需要,需要-保护,8.70967741935484,
国旗,有,有-图案,8.70967741935484,
国旗,有,有-布,6.7741935483871,
国旗,可以,可以-代表国家,5.80645161290323,
国旗,可以,可以-飘扬,5.80645161290323,
国旗,可以,可以-悬挂,5.80645161290323,
国旗,需要,需要-爱护,5.80645161290323,
国旗,需要,需要-制造,5.80645161290323,
国旗,需要,需要-尊重,5.80645161290323,
国旗,有,有-五角星,4.83870967741935,
国旗,是,是-标志,3.87096774193548,
国旗,有,有-旗面,3.87096774193548,
国旗,可以,可以-升降,2.90322580645161,
国旗,可以,可以-升起,2.90322580645161,
国旗,可以,可以-象征国家,2.90322580645161,
国旗,是,是-代表,2.90322580645161,
国旗,需要,需要-设计,2.90322580645161,
国旗,需要,需要-尊敬,2.90322580645161,
国旗,有,有-标志,2.90322580645161,
国旗,有,有-多种图案,2.90322580645161,
国旗,有,有-多种样式,2.90322580645161,
国旗,可以,可以-代表荣誉,1.93548387096774,
国旗,可以,可以-降落,1.93548387096774,
国旗,可以,可以-买卖,1.93548387096774,
国旗,可以,可以-飘,1.93548387096774,
国旗,可以,可以-升,1.93548387096774,
国旗,可以,可以-随风飘扬,1.93548387096774,
国旗,其他,其他-国歌,1.93548387096774,
国旗,其他,其他-国家,1.93548387096774,
国旗,是,是-黄色的,1.93548387096774,
国旗,是,是-神圣的,1.93548387096774,
国旗,是,是-庄严的,1.93548387096774,
国旗,像,像-国徽,1.93548387096774,
国旗,像,像-火,1.93548387096774,
国旗,需要,需要-被尊重,1.93548387096774,
国旗,需要,需要-旗杆,1.93548387096774,
国旗,有,有-多种形状,1.93548387096774,
国旗,有,有-多种型号,1.93548387096774,
国旗,有,有-旗杆,1.93548387096774,
国旗,有,有-星星,1.93548387096774,
国旗,有,有-尊严,1.93548387096774,
果冻,是,是-食物,30,
果冻,是,是-零食,19,
果冻,有,有-多种味道,11,
果冻,是,是-甜的,9,
果冻,需要,需要-制造,9,
果冻,可以,可以-买卖,7,
果冻,需要,需要-冷藏,7,
果冻,有,有-水,7,
果冻,有,有-糖,7,
果冻,是,是-软的,6,
果冻,有,有-包装,6,
果冻,是,是-滑的,5,
果冻,是,是-透明的,5,
果冻,像,像-布丁,5,
果冻,有,有-弹性,5,
果冻,有,有-水果,5,
果冻,可以,可以-哄孩子,4,
果冻,像,像-胶水,4,
果冻,需要,需要-保存,4,
果冻,有,有-多种颜色,4,
果冻,有,有-果肉,4,
果冻,是,是-固体,3,
果冻,像,像-冰块,3,
果冻,需要,需要-模具,3,
果冻,有,有-果汁,3,
果冻,有,有-添加剂,3,
果冻,是,是-半固体,2,
果冻,是,是-冰冷的,2,
果冻,是,是-好吃的,2,
果冻,是,是-甜品,2,
果冻,像,像-琼脂,2,
果冻,像,像-肉冻,2,
果冻,像,像-水晶,2,
果冻,像,像-塑料,2,
果冻,需要,需要-安全,2,
果冻,需要,需要-低温,2,
果冻,需要,需要-防腐,2,
果冻,需要,需要-密封,2,
果冻,有,有-白糖,2,
果冻,有,有-多种品牌,2,
果冻,有,有-多种形状,2,
果冻,有,有-多种型号,2,
果冻,有,有-多种样式,2,
果冻,有,有-味道,2,
果酱,是,是-食物,21,
果酱,是,是-甜的,15,
果酱,需要,需要-水果,12,
果酱,是,是-酱料,7,
果酱,需要,需要-冷藏,7,
果酱,需要,需要-制造,7,
果酱,有,有-果肉,7,
果酱,是,是-粘稠的,6,
果酱,有,有-糖,6,
果酱,像,像-颜料,5,
果酱,需要,需要-保存,5,
果酱,需要,需要-密封,5,
果酱,有,有-多种味道,5,
果酱,是,是-调料,4,
果酱,是,是-香的,4,
果酱,像,像-番茄酱,4,
果酱,需要,需要-果,4,
果酱,可以,可以-涂抹,3,
果酱,是,是-好吃的,3,
果酱,是,是-酸的,3,
果酱,像,像-甜面酱,3,
果酱,有,有-多种颜色,3,
果酱,有,有-果粒,3,
果酱,可以,可以-抹面包,2,
果酱,可以,可以-配面包,2,
果酱,可以,可以-涂面包,2,
果酱,其他,其他-果酱可以直接食用拌饭,2,
果酱,是,是-红色的,2,
果酱,像,像-草莓酱,2,
果酱,像,像-蜂蜜,2,
果酱,像,像-浆糊,2,
果酱,像,像-老干妈,2,
果酱,有,有-草莓酱,2,
果酱,有,有-多种种类,2,
果酱,有,有-水,2,
果酱,有,有-味道,2,
果蝇,有,有-翅膀,22.7586206896552,
果蝇,是,是-虫,19.6551724137931,
果蝇,像,像-苍蝇,19.6551724137931,
果蝇,可以,可以-飞,16.551724137931,
果蝇,有,有-眼睛,15.5172413793104,
果蝇,需要,需要-食物,14.4827586206896,
果蝇,是,是-昆虫,13.448275862069,
果蝇,是,是-动物,8.27586206896552,
果蝇,像,像-蚊子,8.27586206896552,
果蝇,需要,需要-水,8.27586206896552,
果蝇,可以,可以-繁衍,7.24137931034483,
果蝇,是,是-小的,7.24137931034483,
果蝇,需要,需要-空气,7.24137931034483,
果蝇,有,有-复眼,7.24137931034483,
果蝇,需要,需要-水果,6.20689655172414,
果蝇,是,是-黑色的,4.13793103448276,
果蝇,是,是-有害的,4.13793103448276,
果蝇,有,有-嘴巴,4.13793103448276,
果蝇,可以,可以-研究,3.10344827586207,
果蝇,有,有-身体,3.10344827586207,
果蝇,有,有-头,3.10344827586207,
果蝇,可以,可以-传播细菌,2.06896551724138,
果蝇,是,是-生物,2.06896551724138,
果蝇,是,是-食物,2.06896551724138,
果蝇,是,是-讨厌的,2.06896551724138,
果蝇,像,像-蜜蜂,2.06896551724138,
果蝇,像,像-蜻蜓,2.06896551724138,
果蝇,需要,需要-阳光,2.06896551724138,
果蝇,需要,需要-氧气,2.06896551724138,
果蝇,有,有-触角,2.06896551724138,
果蝇,有,有-四肢,2.06896551724138,
果蝇,有,有-腿,2.06896551724138,
果汁,可以,可以-饮用,24,
果汁,是,是-饮料,21,
果汁,需要,需要-水果,16,
果汁,是,是-水,15,
果汁,有,有-维生素,14,
果汁,是,是-液体,11,
果汁,有,有-多种颜色,11,
果汁,需要,需要-榨,9,
果汁,是,是-甜的,8,
果汁,需要,需要-榨汁机,6,
果汁,有,有-营养,6,
果汁,像,像-颜料,5,
果汁,有,有-多种味道,5,
果汁,是,是-酸的,4,
果汁,需要,需要-冷藏,4,
果汁,有,有-果肉,4,
果汁,可以,可以-买卖,3,
果汁,是,是-食物,3,
果汁,像,像-可乐,3,
果汁,像,像-奶茶,3,
果汁,需要,需要-制造,3,
果汁,有,有-糖,3,
果汁,可以,可以-解渴,2,
果汁,是,是-好喝的,2,
果汁,是,是-水果榨的汁,2,
果汁,像,像-茶,2,
果汁,需要,需要-保存,2,
果汁,需要,需要-防腐,2,
果汁,有,有-维生素C,2,
过山车,可以,可以-娱乐,17,
过山车,是,是-车,14,
过山车,是,是-刺激的,12,
过山车,有,有-轨道,12,
过山车,有,有-座位,11,
过山车,可以,可以-游乐,9,
过山车,是,是-设施,9,
过山车,需要,需要-安全,9,
过山车,需要,需要-电,7,
过山车,有,有-安全带,6,
过山车,可以,可以-乘坐,5,
过山车,像,像-火车,5,
过山车,需要,需要-维护,5,
过山车,像,像-龙,4,
过山车,需要,需要-小心,4,
过山车,其他,其他-欢乐谷,3,
过山车,是,是-可怕的,3,
过山车,是,是-玩具,3,
过山车,是,是-危险的,3,
过山车,是,是-项目,3,
过山车,是,是-游戏,3,
过山车,需要,需要-保护措施,3,
过山车,需要,需要-检查,3,
过山车,有,有-轮子,3,
过山车,可以,可以-释放压力,2,
过山车,其他,其他-害怕,2,
过山车,是,是-大的,2,
过山车,是,是-弯的,2,
过山车,像,像-跳楼机,2,
过山车,需要,需要-买票,2,
过山车,需要,需要-人,2,
过山车,有,有-把手,2,
哈巴狗,是,是-动物,17,
哈巴狗,需要,需要-食物,17,
哈巴狗,是,是-狗,15,
哈巴狗,有,有-尾巴,15,
