head,relation,tail,熟悉度-familiarity,实体性-concretness,上级类别,下级类别,覆盖范围-coverage,impair
高速公路,有,收费站,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,有,水泥,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,可以,开车,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,可以,快速行驶,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,其他,交通,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,是,黑色的,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,是,通道,9.0,9.0,人造物,建筑,0.557267983,1
高速公路,是,弯的,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,像,地毯,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,像,公路,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,像,河流,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,需要,建设,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,需要,限速,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,有,限速,9.0,9.0,人造物,建筑,0.557267983,0
高速公路,有,油漆,9.0,9.0,人造物,建筑,0.557267983,0
鸽子,可以,飞,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,动物,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,鸟,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,食物,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,翅膀,9.0,9.0,动物,鸟,0.817435698,1
鸽子,需要,水,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,羽毛,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,嘴巴,9.0,9.0,动物,鸟,0.817435698,0
鸽子,可以,送信,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,爪子,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,睡觉,9.0,9.0,动物,鸟,0.817435698,1
鸽子,是,白色的,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,禽类,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,饲养,9.0,9.0,动物,鸟,0.817435698,1
鸽子,是,食物,9.0,9.0,动物,鸟,0.817435698,1
鸽子,需要,空气,9.0,9.0,动物,鸟,0.817435698,1
鸽子,像,麻雀,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,保护,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,谷物,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,多种颜色,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,眼睛,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,头,9.0,9.0,动物,鸟,0.817435698,0
鸽子,可以,传信,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,生物,9.0,9.0,动物,鸟,0.817435698,0
鸽子,像,飞机,9.0,9.0,动物,鸟,0.817435698,1
鸽子,像,海鸥,9.0,9.0,动物,鸟,0.817435698,0
鸽子,像,喜鹊,9.0,9.0,动物,鸟,0.817435698,0
鸽子,像,燕子,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,训练,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,多种种类,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,脚,9.0,9.0,动物,鸟,0.817435698,0
鸽子,可以,传递信息,9.0,9.0,动物,鸟,0.817435698,0
鸽子,可以,认家,9.0,9.0,动物,鸟,0.817435698,0
鸽子,其他,和平,9.0,9.0,动物,鸟,0.817435698,0
鸽子,其他,和平的象征,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,聪明的,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,和平的,9.0,9.0,动物,鸟,0.817435698,1
鸽子,是,灰色的,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,家养的,9.0,9.0,动物,鸟,0.817435698,0
鸽子,是,象征,9.0,9.0,动物,鸟,0.817435698,1
鸽子,像,大雁,9.0,9.0,动物,鸟,0.817435698,0
鸽子,像,鸡,9.0,9.0,动物,鸟,0.817435698,1
鸽子,需要,排泄,9.0,9.0,动物,鸟,0.817435698,0
鸽子,需要,阳光,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,尖嘴巴,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,腿,9.0,9.0,动物,鸟,0.817435698,0
鸽子,有,尾巴,9.0,9.0,动物,鸟,0.817435698,0
拐杖,是,棍棒,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,木的,9.0,9.0,人造物,工具,0.648579221,0
拐杖,有,把手,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,工具,9.0,9.0,人造物,工具,0.648579221,1
拐杖,是,辅助的,9.0,9.0,人造物,工具,0.648579221,1
拐杖,是,金属,9.0,9.0,人造物,工具,0.648579221,0
拐杖,需要,制造,9.0,9.0,人造物,工具,0.648579221,0
拐杖,可以,买卖,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,长的,9.0,9.0,人造物,工具,0.648579221,0
拐杖,可以,帮助行走,9.0,9.0,人造物,工具,0.648579221,1
拐杖,可以,行走,9.0,9.0,人造物,工具,0.648579221,1
拐杖,是,老年用品,9.0,9.0,人造物,工具,0.648579221,1
拐杖,有,多种材质,9.0,9.0,人造物,工具,0.648579221,0
拐杖,可以,打人,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,杆子,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,弯的,9.0,9.0,人造物,工具,0.648579221,1
拐杖,像,树枝,9.0,9.0,人造物,工具,0.648579221,0
拐杖,有,多种型号,9.0,9.0,人造物,工具,0.648579221,0
拐杖,可以,辅助走路,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,硬的,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,用品,9.0,9.0,人造物,工具,0.648579221,0
拐杖,像,竹子,9.0,9.0,人造物,工具,0.648579221,0
拐杖,需要,保养,9.0,9.0,人造物,工具,0.648579221,0
拐杖,需要,设计,9.0,9.0,人造物,工具,0.648579221,0
拐杖,有,扶手,9.0,9.0,人造物,工具,0.648579221,1
拐杖,可以,辅助行走,9.0,9.0,人造物,工具,0.648579221,0
拐杖,可以,拿,9.0,9.0,人造物,工具,0.648579221,0
拐杖,可以,探路,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,简单的,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,器材,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,条状的,9.0,9.0,人造物,工具,0.648579221,0
拐杖,是,医疗用品,9.0,9.0,人造物,工具,0.648579221,0
拐杖,像,伞,9.0,9.0,人造物,工具,0.648579221,1
拐杖,像,伞柄,9.0,9.0,人造物,工具,0.648579221,0
拐杖,需要,支撑,9.0,9.0,人造物,工具,0.648579221,0
拐杖,有,多种样式,9.0,9.0,人造物,工具,0.648579221,1
拐杖,有,多种种类,9.0,9.0,人造物,工具,0.648579221,0
拐杖,有,花纹,9.0,9.0,人造物,工具,0.648579221,0
拐杖,有,油漆,9.0,9.0,人造物,工具,0.648579221,0
猴子,是,动物,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,像,人,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,有,尾巴,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,食物,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,毛,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,眼睛,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,是,哺乳类,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,需要,保护,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,水,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,有,鼻子,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,饲养,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,香蕉,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,可以,跳,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,是,聪明的,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,四肢,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,嘴巴,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,可以,爬树,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,可以,跑,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,像,猩猩,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,睡觉,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,耳朵,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,红屁股,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,有,长尾巴,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,可以,捕猎,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,可以,观赏,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,可以,娱乐,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,是,好动的,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,是,灵长类,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,是,玩具,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,是,棕色的,9.0,9.0,动物,陆生动物,0.727769285,1
猴子,像,毛绒玩具,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,像,猿,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,呼吸,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,空气,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,需要,食用,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,皮肤,9.0,9.0,动物,陆生动物,0.727769285,0
猴子,有,手臂,9.0,9.0,动物,陆生动物,0.727769285,0
黄瓜,是,食物,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,是,蔬菜,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,是,绿色的,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,像,丝瓜,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,需要,水,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,刺,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,是,长的,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,需要,种植,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,可以,炒,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,是,植物,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,需要,清洗,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,需要,土,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,需要,阳光,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,皮,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,籽,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,可以,凉拌,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,可以,生吃,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,是,条状的,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,需要,采摘,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,像,棍棒,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,需要,空气,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,是,水果,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,需要,切,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,花,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,维生素,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,营养,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,是,脆的,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,需要,削皮,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,把手,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,多种种类,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,有,瓜皮,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,瓜瓤,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,有,水,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,维生素C,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,可以,拌,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,可以,干吃,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,可以,买卖,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,可以,美容,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,可以,腌制,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,是,细的,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,像,擀面杖,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,像,萝卜,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,需要,营养,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,多种型号,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,有,多种颜色,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,根,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,果肉,9.0,9.0,植物,蔬菜,0.833557528,1
黄瓜,有,茎,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,瓤,9.0,9.0,植物,蔬菜,0.833557528,0
黄瓜,有,叶子,9.0,9.0,植物,蔬菜,0.833557528,0
火车,其他,交通,9.0,9.0,交通工具,车,0.691436622,0
火车,是,工具,9.0,9.0,交通工具,车,0.691436622,0
火车,有,车厢,9.0,9.0,交通工具,车,0.691436622,1
火车,需要,司机,9.0,9.0,交通工具,车,0.691436622,1
火车,是,车,9.0,9.0,交通工具,车,0.691436622,0
火车,是,长的,9.0,9.0,交通工具,车,0.691436622,0
火车,有,车头,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,电,9.0,9.0,交通工具,车,0.691436622,1
火车,有,轨道,9.0,9.0,交通工具,车,0.691436622,0
火车,有,轮子,9.0,9.0,交通工具,车,0.691436622,0
火车,可以,乘坐,9.0,9.0,交通工具,车,0.691436622,1
火车,需要,驾驶,9.0,9.0,交通工具,车,0.691436622,0
火车,可以,行驶,9.0,9.0,交通工具,车,0.691436622,0
火车,像,高铁,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,铁轨,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,维护,9.0,9.0,交通工具,车,0.691436622,0
火车,有,座位,9.0,9.0,交通工具,车,0.691436622,0
火车,可以,拉货,9.0,9.0,交通工具,车,0.691436622,1
火车,需要,动力,9.0,9.0,交通工具,车,0.691436622,1
火车,需要,买票,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,能源,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,修理,9.0,9.0,交通工具,车,0.691436622,0
火车,是,绿色的,9.0,9.0,交通工具,车,0.691436622,1
火车,像,龙,9.0,9.0,交通工具,车,0.691436622,1
火车,像,马车,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,燃料,9.0,9.0,交通工具,车,0.691436622,0
火车,有,乘务员,9.0,9.0,交通工具,车,0.691436622,0
火车,可以,提供便利,9.0,9.0,交通工具,车,0.691436622,1
火车,可以,运输,9.0,9.0,交通工具,车,0.691436622,1
火车,可以,载人,9.0,9.0,交通工具,车,0.691436622,0
火车,是,多节的,9.0,9.0,交通工具,车,0.691436622,1
火车,是,公共的,9.0,9.0,交通工具,车,0.691436622,0
火车,是,金属,9.0,9.0,交通工具,车,0.691436622,0
火车,像,毛毛虫,9.0,9.0,交通工具,车,0.691436622,0
火车,像,箱子,9.0,9.0,交通工具,车,0.691436622,0
火车,需要,清洗,9.0,9.0,交通工具,车,0.691436622,1
火车,有,车身,9.0,9.0,交通工具,车,0.691436622,0
火车,有,车尾,9.0,9.0,交通工具,车,0.691436622,0
火车,有,动车,9.0,9.0,交通工具,车,0.691436622,0
火车,有,高铁,9.0,9.0,交通工具,车,0.691436622,1
夹克,是,衣服,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,穿,9.0,9.0,人造物,服饰,0.798348544,0
夹克,需要,清洗,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,保暖,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,袖子,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,外套,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,袋子,9.0,9.0,人造物,服饰,0.798348544,1
夹克,有,拉链,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,买卖,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,布,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,多种颜色,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,扣子,9.0,9.0,人造物,服饰,0.798348544,1
夹克,需要,制造,9.0,9.0,人造物,服饰,0.798348544,1
夹克,有,多种样式,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,御寒,9.0,9.0,人造物,服饰,0.798348544,0
夹克,需要,缝纫,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,挡风,9.0,9.0,人造物,服饰,0.798348544,1
夹克,可以,运动,9.0,9.0,人造物,服饰,0.798348544,1
夹克,是,服饰,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,装备,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,领子,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,皮的,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,上衣,9.0,9.0,人造物,服饰,0.798348544,1
夹克,像,冲锋衣,9.0,9.0,人造物,服饰,0.798348544,0
夹克,像,皮衣,9.0,9.0,人造物,服饰,0.798348544,1
夹克,需要,爱护,9.0,9.0,人造物,服饰,0.798348544,0
夹克,需要,设计,9.0,9.0,人造物,服饰,0.798348544,0
夹克,需要,透气,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,防水,9.0,9.0,人造物,服饰,0.798348544,0
夹克,可以,耍酷,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,黑色的,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,户外的,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,酷的,9.0,9.0,人造物,服饰,0.798348544,0
夹克,是,生活用品,9.0,9.0,人造物,服饰,0.798348544,0
夹克,像,西装,9.0,9.0,人造物,服饰,0.798348544,0
夹克,需要,晾干,9.0,9.0,人造物,服饰,0.798348544,1
夹克,需要,阳光,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,兜子,9.0,9.0,人造物,服饰,0.798348544,1
夹克,有,多种材质,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,多种品牌,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,多种型号,9.0,9.0,人造物,服饰,0.798348544,0
夹克,有,衣领,9.0,9.0,人造物,服饰,0.798348544,0
肩膀,是,身体部位,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,骨骼,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,其他,人,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,肉,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,需要,保护,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,皮肤,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,可以,背,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,血液,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,可以,动,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,可以,扛东西,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,可以,靠,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,可以,依靠,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,可以,倚靠,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,是,胳膊,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,关节,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,血管,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,是,宽的,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,像,膝盖,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,需要,按摩,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,需要,运动,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,肌肉,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,可以,撑衣服,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,可以,负重,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,是,安全的,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,是,器官,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,是,硬的,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,像,山,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,像,手肘,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,像,衣架,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,需要,爱护,9.0,9.0,身体部位,身体部位,0.642647059,1
肩膀,需要,清洗,9.0,9.0,身体部位,身体部位,0.642647059,0
肩膀,有,两个,9.0,9.0,身体部位,身体部位,0.642647059,0
剪刀,是,工具,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,把手,9.0,9.0,人造物,工具,0.650771878,1
剪刀,是,刀,9.0,9.0,人造物,工具,0.650771878,0
剪刀,可以,剪东西,9.0,9.0,人造物,工具,0.650771878,1
剪刀,是,锋利的,9.0,9.0,人造物,工具,0.650771878,0
剪刀,是,金属,9.0,9.0,人造物,工具,0.650771878,0
剪刀,需要,小心,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,刀刃,9.0,9.0,人造物,工具,0.650771878,1
剪刀,可以,拆快递,9.0,9.0,人造物,工具,0.650771878,1
剪刀,可以,剪裁,9.0,9.0,人造物,工具,0.650771878,0
剪刀,可以,剪纸,9.0,9.0,人造物,工具,0.650771878,0
剪刀,可以,买卖,9.0,9.0,人造物,工具,0.650771878,0
剪刀,可以,使用,9.0,9.0,人造物,工具,0.650771878,0
剪刀,是,尖的,9.0,9.0,人造物,工具,0.650771878,0
剪刀,是,塑料,9.0,9.0,人造物,工具,0.650771878,0
剪刀,需要,制造,9.0,9.0,人造物,工具,0.650771878,0
剪刀,像,燕子的尾巴,9.0,9.0,人造物,工具,0.650771878,0
剪刀,需要,打磨,9.0,9.0,人造物,工具,0.650771878,1
剪刀,有,多种型号,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,多种颜色,9.0,9.0,人造物,工具,0.650771878,1
剪刀,有,螺丝,9.0,9.0,人造物,工具,0.650771878,1
剪刀,可以,裁剪,9.0,9.0,人造物,工具,0.650771878,1
剪刀,可以,裁剪东西,9.0,9.0,人造物,工具,0.650771878,0
剪刀,可以,剪绳子,9.0,9.0,人造物,工具,0.650771878,0
剪刀,可以,剪头发,9.0,9.0,人造物,工具,0.650771878,1
剪刀,可以,切割,9.0,9.0,人造物,工具,0.650771878,1
剪刀,是,常见的,9.0,9.0,人造物,工具,0.650771878,0
剪刀,像,钳子,9.0,9.0,人造物,工具,0.650771878,0
剪刀,像,树杈,9.0,9.0,人造物,工具,0.650771878,0
剪刀,需要,保存,9.0,9.0,人造物,工具,0.650771878,1
剪刀,需要,擦,9.0,9.0,人造物,工具,0.650771878,0
剪刀,需要,清洗,9.0,9.0,人造物,工具,0.650771878,1
剪刀,需要,铁,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,刀片,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,多种材质,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,多种功能,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,多种样式,9.0,9.0,人造物,工具,0.650771878,0
剪刀,有,两边,9.0,9.0,人造物,工具,0.650771878,1
脚后跟,是,脚,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,是,身体部位,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,有,皮肤,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,需要,保护,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,有,骨骼,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,有,肉,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,其他,人,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,需要,清洗,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,有,血管,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,是,器官,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,像,球,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,像,手肘,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,有,关节,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,可以,行走,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,是,硬的,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,像,膝盖,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,需要,穿袜子,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,有,肌肉,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,有,死皮,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,其他,高跟鞋,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,是,臭的,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,是,厚的,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,是,组织,9.0,9.0,身体部位,身体部位,0.682149099,1
脚后跟,有,跗骨,9.0,9.0,身体部位,身体部位,0.682149099,0
脚后跟,有,细胞,9.0,9.0,身体部位,身体部位,0.682149099,0
轿车,有,轮子,9.0,9.0,交通工具,车,0.780881751,0
轿车,是,工具,9.0,9.0,交通工具,车,0.780881751,0
轿车,是,车,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,座位,9.0,9.0,交通工具,车,0.780881751,0
轿车,其他,交通,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,汽油,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,发动机,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,油,9.0,9.0,交通工具,车,0.780881751,0
轿车,可以,代步,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,保养,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,车身,9.0,9.0,交通工具,车,0.780881751,1
轿车,有,窗户,9.0,9.0,交通工具,车,0.780881751,1
轿车,可以,乘坐,9.0,9.0,交通工具,车,0.780881751,1
轿车,需要,电,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,加油,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,驾驶,9.0,9.0,交通工具,车,0.780881751,1
轿车,有,方向盘,9.0,9.0,交通工具,车,0.780881751,1
轿车,可以,开,9.0,9.0,交通工具,车,0.780881751,0
轿车,是,小的,9.0,9.0,交通工具,车,0.780881751,0
轿车,像,房屋,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,清洗,9.0,9.0,交通工具,车,0.780881751,1
轿车,需要,司机,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,门,9.0,9.0,交通工具,车,0.780881751,0
轿车,可以,出行,9.0,9.0,交通工具,车,0.780881751,0
轿车,像,面包车,9.0,9.0,交通工具,车,0.780881751,0
轿车,需要,维护,9.0,9.0,交通工具,车,0.780881751,1
轿车,有,车厢,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,引擎,9.0,9.0,交通工具,车,0.780881751,0
轿车,有,油门,9.0,9.0,交通工具,车,0.780881751,0
轿车,可以,行驶,9.0,9.0,交通工具,车,0.780881751,1
轿车,可以,买卖,9.0,9.0,交通工具,车,0.780881751,0
轿车,可以,运输,9.0,9.0,交通工具,车,0.780881751,1
